ATTEMPT_INDEX	ORDINAL	SAMPLE_CLASS	STRATUM	NODE_ID	LIOUVILLE_CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	MANIFEST_ROW_SHA256	CELL_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	CORE_RECEIPT_SHA256	PHYSICAL_SHA256	REFERENCE_PHYSICAL_SHA256	INITIAL_HULL_SHA256	MUTATION_TESTS	MUTATIONS_REJECTED	ALL_FINITE	DETERMINANT_JOINT_COMPATIBLE	C1_DET	C2_HULL_DET	LIOUVILLE_DET	CHART_TUPLE	PROBE_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED
44	15	CAPD_SET_TARGET	CAPD_U3_S3	U03-0000000005_S03-0000000007	C0HORect2Set	VERIFIED_COMPLETE	0	5920	b15567bef5e4b882e402e764da392f23270e2ebb6ed2a9a597d30ac24b2696c2	dcbd0d384895f722791b5cb730c11ac30a5d77ec06bd5f8bd714254e942efcd9	c67ec1e15d61e3976e52d160e44f2a562af39aeb6e9882f0675706e5d020da2c	f95f22284b7c51939b00f8c3688e183181bf823460d2404fe845926caa48f740	705d4fa9b6d8a9ead95d653b3077681f79f50ff7e61bf670da805113c0207e08	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7f8aebdecdb7fa0a6dbb7b96f5e9e212f1e9abc6153d305c14a8c6f272dd0742	0257d618eedc0589776ff88dbc6c9541e9bb7263d644f806cf3680a9a46a800e	ee65164f73e67548fe11576cb638b604d6dc80fbe409e9ae53c1c72fa4934edf	ae1f1015e122e0991a7066c64c464605ba9eedd1e80e0f6cb981ae6706ea93c8	680f63cc3ce88abcaf6593e61e630d51c94946ad9774ae967e8ce419ab92df6e	93	93	true	true	[-0x1.c6fd8204ae507p-13,0x1.ba9a0276dbe5p-13]	[-0x1.c6fd8204ae507p-13,0x1.ba9a0276dbe5p-13]	[-0x1.f59370be28aa3p-36,-0x1.e17b52ae94407p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
45	15	CAPD_SET_TARGET	CAPD_U3_S3	U03-0000000005_S03-0000000007	C0Rect2Set	VERIFIED_COMPLETE	0	5734	b15567bef5e4b882e402e764da392f23270e2ebb6ed2a9a597d30ac24b2696c2	dcbd0d384895f722791b5cb730c11ac30a5d77ec06bd5f8bd714254e942efcd9	c67ec1e15d61e3976e52d160e44f2a562af39aeb6e9882f0675706e5d020da2c	3dc0eef3d6c64f9d84c83f70f6a1a7b818945d4f8194041032bbe8d08ea7c070	a6b476934e629bdad0cc4faeb481a3e3bf1b996c0f7c43b6bc89f78bc559e4a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	98ca9f5ede3ccf9317866eff995b85c71e0c7a1934befa758ca916bc3202a547	d28f32d9d5926609c53d18e0acf19db99f6aad079bec9fdbac84d06076500082	fab12e01d11708a1746d308c6545fdf71689e4d83f05f83140bacb71853b51bb	ae1f1015e122e0991a7066c64c464605ba9eedd1e80e0f6cb981ae6706ea93c8	680f63cc3ce88abcaf6593e61e630d51c94946ad9774ae967e8ce419ab92df6e	93	93	true	true	[-0x1.c6fd8204ae507p-13,0x1.ba9a0276dbe5p-13]	[-0x1.c6fd8204ae507p-13,0x1.ba9a0276dbe5p-13]	[-0x1.f5e498c5a5659p-36,-0x1.e12a650e97619p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
46	16	CAPD_SET_TARGET	CAPD_U3_S3	U03-0000000007_S03-0000000003	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5866	bf31b8069ad86378da2d401b9bab9894d9526f25e548d37d0b36d826d90ff0d3	f6ad7cb7b8000d3738e0539292b444d56efa5d92a1264027a88996058ac52353	e47880097f5c77406de0a0c9a8004aad2523d53f80de3ba3ab58ab89ab86b2e8	33826eb50205623aaa50e3bfab49ab6b933f058f1cd69cfb2a65e6cf947dce1b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	30c9294e815c41e0abfc7e9fdb19476f39c57b40694b3bc4aaf2ce94a8277052	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
47	16	CAPD_SET_TARGET	CAPD_U3_S3	U03-0000000007_S03-0000000003	C0HORect2Set	VERIFIED_COMPLETE	0	5973	bf31b8069ad86378da2d401b9bab9894d9526f25e548d37d0b36d826d90ff0d3	f6ad7cb7b8000d3738e0539292b444d56efa5d92a1264027a88996058ac52353	e47880097f5c77406de0a0c9a8004aad2523d53f80de3ba3ab58ab89ab86b2e8	d5c6891ac52ce207ec5de6f7cbdf4cff68b66f544a388b85250a0ad96e24a42b	643144b1269c32dbfdffaa9d7114da3ac09019976c9e3f619c35c0bc7d768eb9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9b3eebb09b8c9bba18626f13a51052b93e47b271bc6104249ae464eb5397341f	4a04ffe5c6850489b3697443f06be57ee8057a596cb1bc50fc4bff145af86edb	33ad9796ae91a609251ba74a9c4f1f1f65f72887f79c2fefb2947ca542367a94	74f49b61d633295929ca10db03a9494a232e7a38f7c95aac14f8c8b978bc298c	27fcb7a7febedaef6bcc6e724607b21255573b995942fa78662802460a3877ee	93	93	true	true	[-0x1.b6e28fa907d1fp-13,0x1.bdcd2afdf52a5p-13]	[-0x1.b6e28fa907d1fp-13,0x1.bdcd2afdf52a5p-13]	[-0x1.01a9e27ab3a7p-35,-0x1.ef0c213d7658dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
48	16	CAPD_SET_TARGET	CAPD_U3_S3	U03-0000000007_S03-0000000003	C0Rect2Set	VERIFIED_COMPLETE	0	5806	bf31b8069ad86378da2d401b9bab9894d9526f25e548d37d0b36d826d90ff0d3	f6ad7cb7b8000d3738e0539292b444d56efa5d92a1264027a88996058ac52353	e47880097f5c77406de0a0c9a8004aad2523d53f80de3ba3ab58ab89ab86b2e8	7939cd2b048cf98423d2d28ba5bb54542299d9523fcfff21e33133299cee58c2	f4c5d0e4ca3ff81dc327a6656397cb95ab6fc937ca7989d33244b88349fc18e0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a1625df973fa4c504d137fd21181da4d5decfc88aaa64046de0eb0f98a5e4223	9d030c9fdb8a4a27ca5b439b26d034ac2ee8ff74afe7638860cb047201a60399	775f50d5900e876ed78bd62a253f840937fe4c4851bd6351e78ed0dd73f1b670	74f49b61d633295929ca10db03a9494a232e7a38f7c95aac14f8c8b978bc298c	27fcb7a7febedaef6bcc6e724607b21255573b995942fa78662802460a3877ee	93	93	true	true	[-0x1.b6e28fa907d1fp-13,0x1.bdcd2afdf52a5p-13]	[-0x1.b6e28fa907d1fp-13,0x1.bdcd2afdf52a5p-13]	[-0x1.01d487db3907p-35,-0x1.eebc6fea6008bp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
49	17	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000000_S04-0000000007	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5840	f10f9b56bc2971493e892084e8b44ed4f2f5ab21401dd8b461c5862e372f204e	a73856dc299c79c93878c3371765cb23db8f06d3bf05285da5719ac864bd8219	7b0a2bfd6579cd9ba2b0700cb13598a05003bcb1f0caed5976880f033f7a639e	5a1514a5d2d050452c112acfa0d27d138c47c9a16597e3f7279e306c320a3d4f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b1633906ca3232455bb02904aaf183edae82b7185a5d8f94e93fa1880d88133e	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
50	17	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000000_S04-0000000007	C0HORect2Set	VERIFIED_COMPLETE	0	5954	f10f9b56bc2971493e892084e8b44ed4f2f5ab21401dd8b461c5862e372f204e	a73856dc299c79c93878c3371765cb23db8f06d3bf05285da5719ac864bd8219	7b0a2bfd6579cd9ba2b0700cb13598a05003bcb1f0caed5976880f033f7a639e	eeb6902330e44ea923880687fc3a8ddae2e46df276561574a31d0a94b0c2a473	3473a2c6690e1352401f718b77a84c82655c007a0b5288ce04596f8fca1091f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	59b658dde82026e3181763ef468a7acfe031d997e37f84cc88a4d0be94b455b0	596d2f44af33728e2eeb647f3d41c7fe2de1733350893480ecd5047b7125595b	f05fa62b5e8bf63c49df4711bd4235af2ef30805be92d5724f9170b115204d28	e32400c24e7c2ef6489006bcc4fd0e9c06221d28bf15ec4058b2ef7abeb32946	14c347d551198faecc37a0a442d9ada9e75cdd6ea47d226ee7a91ca19f0d7082	93	93	true	true	[-0x1.da7ae7491951p-14,0x1.dbbe33c2a9c8dp-14]	[-0x1.da7ae7491951p-14,0x1.dbbe33c2a9c8dp-14]	[-0x1.fea3bfe4781e5p-36,-0x1.f4f6eb52248eep-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
51	17	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000000_S04-0000000007	C0Rect2Set	VERIFIED_COMPLETE	0	5665	f10f9b56bc2971493e892084e8b44ed4f2f5ab21401dd8b461c5862e372f204e	a73856dc299c79c93878c3371765cb23db8f06d3bf05285da5719ac864bd8219	7b0a2bfd6579cd9ba2b0700cb13598a05003bcb1f0caed5976880f033f7a639e	1565f2875ea3c86695ea53510745e4314c82e9c45cac02a2eb33d74291478fb1	c9c53fb172559e2965abf93ff744e125e62a69019ec02d15e258252ea75f0ce9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4f5cbf080d807834eb2be257bc3c6ca972170566546a32005c782395801c42ab	43259c236ef14f317446456f600d1860df7e48a24d2544c6a4dd5fa769599158	c8b4785bca074624fe04e1ec137ce70671a5ae6f1588bf794239ac34069cea54	e32400c24e7c2ef6489006bcc4fd0e9c06221d28bf15ec4058b2ef7abeb32946	14c347d551198faecc37a0a442d9ada9e75cdd6ea47d226ee7a91ca19f0d7082	93	93	true	true	[-0x1.da7ae7491951p-14,0x1.dbbe33c2a9c8dp-14]	[-0x1.da7ae7491951p-14,0x1.dbbe33c2a9c8dp-14]	[-0x1.febe27784c034p-36,-0x1.f4dd6391d345dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
52	18	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000001_S04-0000000005	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5849	43495a51e527bc949596f5116b1e147c906f454f7c35176eb4cd9f59a2dd6c8b	c1a9330e509e2fbf2baa9bffae0550f62b68e3579cc34f771cb5a37a03f472d7	0c138ee16639f196581ed3dddccecf368eb3ae74152133016bb9869a13d16947	d1d6fccba03359030ccc032f9c981fa82172dde4e974352214f2bd2cda730605	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	adeefb30f43a858e456aaf671b759e2abdb3eb3288ac14831be949abba9ead49	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
53	18	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000001_S04-0000000005	C0HORect2Set	VERIFIED_COMPLETE	0	5889	43495a51e527bc949596f5116b1e147c906f454f7c35176eb4cd9f59a2dd6c8b	c1a9330e509e2fbf2baa9bffae0550f62b68e3579cc34f771cb5a37a03f472d7	0c138ee16639f196581ed3dddccecf368eb3ae74152133016bb9869a13d16947	bc99fd6eccb9470cb2b0330d83fc7f0b97e4c6c09ab73470efac1c506ef76fc8	7f262d76ea6a2b397c61ed959c89ea7995ac62943dfee47574105b9ea5852ca8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	543c591e94eb1f0e97fede7f49242a4f6902b7816a35755c7779ca74ace4ac24	6aa12dda260507fa1b07a87e47571be9ec62ab2229140b8953cd441a1c322b0d	de891280a3d38310df51d39620b28e0218bc0441b91f40b986a729a32e4ea527	ec7737c841e15c6cd1ca2c02194becb9efe69226c74e065cee92fb28d7d74d73	2ab032af0a0d8218040e180b6a0445ab3e10b02d890452830f69a1296c1ccde0	93	93	true	true	[-0x1.c78a8ef82270ep-14,0x1.ca5c5dd8b639fp-14]	[-0x1.c78a8ef82270ep-14,0x1.ca5c5dd8b639fp-14]	[-0x1.00fff36df0707p-35,-0x1.f8473d7933c4cp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
54	18	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000001_S04-0000000005	C0Rect2Set	VERIFIED_COMPLETE	0	5661	43495a51e527bc949596f5116b1e147c906f454f7c35176eb4cd9f59a2dd6c8b	c1a9330e509e2fbf2baa9bffae0550f62b68e3579cc34f771cb5a37a03f472d7	0c138ee16639f196581ed3dddccecf368eb3ae74152133016bb9869a13d16947	43c3977c329327b3e2c9b3e0893013b4e1bb6ac68d29af3fcad56741e9755c11	7713fd4fbc674e774165e6e7cbf97d5caa4ad856e49b8690d818d88ab0af2fc2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	7febcf5e68c5018bb70cd4e3cbb8f82bd12594b0fe9219c2f50567afee8f19c2	271893ca4c672dedec4f96d53da6278954da2595124200d4fbecd4e646469587	316fd2167afaa6f7d61e4b278a8a7c42c695efa156877548258e1c5891565bb9	ec7737c841e15c6cd1ca2c02194becb9efe69226c74e065cee92fb28d7d74d73	2ab032af0a0d8218040e180b6a0445ab3e10b02d890452830f69a1296c1ccde0	93	93	true	true	[-0x1.c78a8ef82270ep-14,0x1.ca5c5dd8b639fp-14]	[-0x1.c78a8ef82270ep-14,0x1.ca5c5dd8b639fp-14]	[-0x1.010d95b67bc25p-35,-0x1.f82cf9ddef77dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
55	19	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000002_S04-0000000005	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5817	5b8900d64aa73ff4fd8eccd64aec5f6040f461f3f107b57b1173f5e365df213f	9f04577eff235251bd3b0e2978c4d69390f2e5990916161852e9739d5466cb68	f47c0ca8c3eb8d5dcad1e60247a63fcd825442bec21dead1f729fa716b3dc29e	8902de9728c2e586d0e07e522cce1a86dcb2cacd46d3bacb74e86cb87d75d45b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b91a6110aacb1481af0692a664c7552bc3f0e61db9fde57e238b080643f723e8	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
56	19	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000002_S04-0000000005	C0HORect2Set	VERIFIED_COMPLETE	0	5878	5b8900d64aa73ff4fd8eccd64aec5f6040f461f3f107b57b1173f5e365df213f	9f04577eff235251bd3b0e2978c4d69390f2e5990916161852e9739d5466cb68	f47c0ca8c3eb8d5dcad1e60247a63fcd825442bec21dead1f729fa716b3dc29e	1e5482d9495b856dfed7ebc26d57251b2f712e577309d03cb43359165216f3e9	31dff8e85fdcc867df2349c555020dd0ad427554a920e92691ea4875bc3d544c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	753bb6798d3883ab17b31e0ad5ae299ab1125387dacfe785591c9d281da42c52	3143e36086432a6d46a92359610d30f551051bcbcbacba8bb02bd41514df9b45	74129958cf0e9b19fe15e27a1359f23d04aac49fe166b7d54f7d8432c606fb92	bf7ddbf8fd5bd33313b165c8af4fa7ce3fcbafd400dfafa1ee9e1d2732dedffa	061effb95bedf6518ea4a94fd3477dab00d2643173f4c14d55f48621a7f44449	93	93	true	true	[-0x1.c7b276a76b359p-14,0x1.cac9ae9526467p-14]	[-0x1.c7b276a76b359p-14,0x1.cac9ae9526467p-14]	[-0x1.00e2d6466679bp-35,-0x1.f80e2fa1b814p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
57	19	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000002_S04-0000000005	C0Rect2Set	VERIFIED_COMPLETE	0	5644	5b8900d64aa73ff4fd8eccd64aec5f6040f461f3f107b57b1173f5e365df213f	9f04577eff235251bd3b0e2978c4d69390f2e5990916161852e9739d5466cb68	f47c0ca8c3eb8d5dcad1e60247a63fcd825442bec21dead1f729fa716b3dc29e	cb0b0e8b3ea37b81b17b0e69a8392aa0e10fb54629281bd3e33a90c8a9d182ee	86b7dbe8b173c4ce0bf59f1547de5f12f39d075092cbd797c44539363287654b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e949d9ab81493189575692363d92019989a92d93019ce20d2de3484189f62cf4	35a85941877649f174c504f3b1b94402adb9a6fee5f8d0f7eb0ff38ba6111d0a	434d5103e65714a902938a28d01d440214572c170fce51fc60fbba90d76d4c83	bf7ddbf8fd5bd33313b165c8af4fa7ce3fcbafd400dfafa1ee9e1d2732dedffa	061effb95bedf6518ea4a94fd3477dab00d2643173f4c14d55f48621a7f44449	93	93	true	true	[-0x1.c7b276a76b359p-14,0x1.cac9ae9526467p-14]	[-0x1.c7b276a76b359p-14,0x1.cac9ae9526467p-14]	[-0x1.00f087e037478p-35,-0x1.f7f3e43b53152p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
58	20	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000003_S04-0000000008	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5894	2363c026ba9c46382c9893a3b7c3c2311463c687ff2a3bb499231448895b30c6	5d0f2362dedd521f3e65548dab4fdd9991d5f82ec9bde2ad4d6f21d52d72994d	faa4c7abfcdbddc317aba67ffd56e290b841e57c0c16dddb72ee4c5d0ad0e1e5	592f6d4001c2333aec2029cc95c14aa31ccb9b11d1cbe7bd65217bce6e300af8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4104b4a29f7829673d4c714aa370e6ba779f27a7a6b81af83e1d5edd900f6503	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
59	20	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000003_S04-0000000008	C0HORect2Set	VERIFIED_COMPLETE	0	5875	2363c026ba9c46382c9893a3b7c3c2311463c687ff2a3bb499231448895b30c6	5d0f2362dedd521f3e65548dab4fdd9991d5f82ec9bde2ad4d6f21d52d72994d	faa4c7abfcdbddc317aba67ffd56e290b841e57c0c16dddb72ee4c5d0ad0e1e5	24887f1cf53a6fbb577114e8fa19c4e1aae082d3b0361435f4e4f6c18a1c448b	7f8bd01a45427680150aad5a85ef96f7717fa34d48242862ae3f68b020d8cc04	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	775f75a2f680efee4cd989e9552e401366e88d4147f394a61fc284a3a47f7eb6	63384325b5aa1a4d28596cf5960f3f43840d5ca54ac601da10ef5329de3014b2	0390528ee2055db4ef237d6c838f0cb5d6da3d490291cadf9f981b94945f20e0	e8f3827365030e8fbd0784d6a031723cb2ee1060b7e7259307de984ced3eb9c3	fe038f1b1d09615ad5d30cbffcebc6701437f5e23b372196be9880314546ddf1	93	93	true	true	[-0x1.db08810b3ab92p-14,0x1.dbeaea39c6574p-14]	[-0x1.db08810b3ab92p-14,0x1.dbeaea39c6574p-14]	[-0x1.fc2d2aecd85aap-36,-0x1.f287944eedd9cp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
60	20	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000003_S04-0000000008	C0Rect2Set	VERIFIED_COMPLETE	0	5708	2363c026ba9c46382c9893a3b7c3c2311463c687ff2a3bb499231448895b30c6	5d0f2362dedd521f3e65548dab4fdd9991d5f82ec9bde2ad4d6f21d52d72994d	faa4c7abfcdbddc317aba67ffd56e290b841e57c0c16dddb72ee4c5d0ad0e1e5	4c5794f5ca342d6215a4427eecb8d796e9d30fd8fb259c968eac480eb6976674	7e4c28cd383eb0136068c31a85f964d83c0a46fe15d1807d8ebf7b835e5c0a15	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	64f986781863b8845c1b43d81a77933783c80761a04686a403b4a46c64908f50	656e1c1069864d371444a25c7bd13cd9c54be0a26334c1f3ef5b004dfb2e30b0	b970d2390ed91503be9389651c57d0450d7546cf1e11544f8728a29b37b1aa42	e8f3827365030e8fbd0784d6a031723cb2ee1060b7e7259307de984ced3eb9c3	fe038f1b1d09615ad5d30cbffcebc6701437f5e23b372196be9880314546ddf1	93	93	true	true	[-0x1.db08810b3ab92p-14,0x1.dbeaea39c6574p-14]	[-0x1.db08810b3ab92p-14,0x1.dbeaea39c6574p-14]	[-0x1.fc47b5420ae9cp-36,-0x1.f26e782bc0873p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
61	21	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000004_S04-0000000008	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5841	49752d4dd68b5abf3f3e5f70822084c8cb0b1d417e2d0464013c8d76c8fd117b	3133a362bd237256d29721e86a81cbdb9518acb125d7bbba091b45623a3cd264	a999a205eacf0793bec3cff88286a787a3b1d1f539da4a79c1a120a442b06bfc	005040e6c838e86aa88d93295cd80917fbdc8a146945e157965a923387a176ec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	434ea971e03095f4e91d55843bcbcbd522251c3fc08e236ea1ba4fd72024ee95	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
62	21	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000004_S04-0000000008	C0HORect2Set	VERIFIED_COMPLETE	0	5948	49752d4dd68b5abf3f3e5f70822084c8cb0b1d417e2d0464013c8d76c8fd117b	3133a362bd237256d29721e86a81cbdb9518acb125d7bbba091b45623a3cd264	a999a205eacf0793bec3cff88286a787a3b1d1f539da4a79c1a120a442b06bfc	e1e281d81622234bb1650fdd8d590451014d1f89dc6882d5ab6fd82a57dd2537	3b7338fb21331826935b3c47a10decd71ed8fed3686741c3be374cccfc14b4ba	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0b6d218209a0c529312e24f38f348bf84a2440eb6a6c900f53bbd8d71e14ff64	f6da2f6927cf9d65173ee2aec7542a3e9fc2fb13b6a51ca7ec6fbb033d08023e	ea87f2b741e1c311b41c8f398893408a2a2e9cab7f922a0a1ec070ce03e5326e	f8787564755f33fd9492c1225d03c16b1c4a77c3206ad379b99921db06c4904a	7815920a01c3879eceb71c9c19f730c2aff73c510af9640bf91f62cb2ba5838f	93	93	true	true	[-0x1.db510b0dd5213p-14,0x1.dc75b76c24277p-14]	[-0x1.db510b0dd5213p-14,0x1.dc75b76c24277p-14]	[-0x1.fbf3403910a9dp-36,-0x1.f24eb239cc00ap-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
63	21	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000004_S04-0000000008	C0Rect2Set	VERIFIED_COMPLETE	0	5652	49752d4dd68b5abf3f3e5f70822084c8cb0b1d417e2d0464013c8d76c8fd117b	3133a362bd237256d29721e86a81cbdb9518acb125d7bbba091b45623a3cd264	a999a205eacf0793bec3cff88286a787a3b1d1f539da4a79c1a120a442b06bfc	83f559ff6a71ab4134a508e3f6c6db90d783706570034d18af1ec185b647fb88	e641d93a3a44cdf06da61ff586240216ce72f9a5b2f31c9b1c9b0206abb434d1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d38f03823e2976f4145d563c73de3bc4f31f72f1bba5f6729c3f9862dcbdb498	6b1994db3887eabc89fb6b2a9ce7d05df6b877484611704c69f2f98602d769ff	4d725b60d35096b3ee95decbf86827d1c5e3a5f4955648c23c8bbba4345e57b8	f8787564755f33fd9492c1225d03c16b1c4a77c3206ad379b99921db06c4904a	7815920a01c3879eceb71c9c19f730c2aff73c510af9640bf91f62cb2ba5838f	93	93	true	true	[-0x1.db510b0dd5213p-14,0x1.dc75b76c24277p-14]	[-0x1.db510b0dd5213p-14,0x1.dc75b76c24277p-14]	[-0x1.fc0d94c8902b6p-36,-0x1.f23582fe971e9p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
64	22	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000005_S04-0000000010	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5823	0f956569987b7ccc8d0a2673d8ae151d55e3d7722d1c4062f549d3df4796cb07	948dec8cd9e152b1de203efbd07152d807375b1091cd4b6ecfa1c4265f6f7f2b	0e98f70fae572195ad409d49aec88a4b6776ca9389cdeea969567216ee6b5f5f	444643917f07775c2b077bdaf96befa6f93dd4fe7eeb61d22f2ee5da17f4e2de	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5f9aa29a111c8b43ad8efdec2a0e5bfe273d73094b89924e2d7bb59af8af1ec8	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
